%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
2767642000000,1776,2767630000000,base_link,0.00910684835258,-0.0117474741938,0.0192522167844,-0.99970423845,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00301155098714,-0.0029262881726,0.000683334539644,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.185976192355,-0.234902068973,9.79442596436,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767650000000,1777,2767650000000,base_link,0.00910318618657,-0.0117835960186,0.0192703399293,-0.999703479806,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00148599781096,-0.00127132097259,0.00017201868468,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.197190403938,-0.0984008163214,9.75459957123,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767670000000,1778,2767670000000,base_link,0.00911228661313,-0.0118035650637,0.019267642531,-0.999703226925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000365008425433,-0.00308566633612,0.00314904679544,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.262243211269,-0.136259108782,9.82148456573,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767690000000,1779,2767690000000,base_link,0.00911725047468,-0.0118097055797,0.0192603932731,-0.999703226925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.92291292176e-05,-0.00510538229719,0.00301376613788,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.221307560802,-0.142046868801,9.74651622772,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767710000000,1780,2767710000000,base_link,0.00911375549665,-0.0118269246252,0.0193074713028,-0.99970208896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00162127392832,3.48663888867e-08,-0.00376574229449,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.20246309042,-0.189760565758,9.69304561615,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767730000000,1781,2767730000000,base_link,0.0091124783319,-0.0118520252961,0.0193053218136,-0.999701878226,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00459859147668,-0.00523658655584,0.00273920362815,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.245744973421,-0.227499365807,9.73949146271,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767750000000,1782,2767750000000,base_link,0.00909476200291,-0.0118514130143,0.0193375220058,-0.999701456758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00109034636989,-0.00581504777074,-5.05415373482e-05,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.228066131473,-0.218817934394,9.77425289154,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767770000000,1783,2767770000000,base_link,0.00907989840641,-0.0118980579688,0.0193379856212,-0.999700993142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00378335383721,-0.00210282672197,0.000705796759576,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.24267937243,-0.198437780142,9.71459770203,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767790000000,1784,2767790000000,base_link,0.00907368948415,-0.0119143505246,0.01929212985,-0.999701751786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00358264800161,-0.00412504700944,0.00322735006921,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.28877428174,-0.113873369992,9.84472465515,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
2767810000000,1785,2767810000000,base_link,0.00907127657708,-0.0119324539131,0.0192919191157,-0.999701541051,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000739364826586,-0.00401337631047,-0.000956994714215,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.245046392083,-0.173651188612,9.74847507477,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
